瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),弥措 鉴埃 浅加(m/s),弥措 浅加(m/s),乞闭 浅加(m/s),乞闭 捞浇痢柯档(∑C),乞闭 刘扁拘(hPa),乞闭 泅瘤扁拘(hPa),乞闭 瘤搁柯档(∑C)
辑蓖器,2022-03-18,11.9,10.3,14.9,13.7,8.3,3.3,9.8,12.1,1000.7,13.7
辑蓖器,2022-03-19,8.5,6.4,10.9,12.9,6.6,2.7,4.4,8.4,1004.1,11
辑蓖器,2022-03-20,9.3,6,11.9,6.6,3,1.2,4.7,8.6,1012.8,12
辑蓖器,2022-03-21,9.9,6.7,12.9,8.8,5.8,1.7,5,8.8,1015.3,10.8
辑蓖器,2022-03-22,11,6.3,15.5,7.4,4.8,1.8,3.5,8,1013.5,12.1
辑蓖器,2022-03-23,10.8,8.4,13.7,5.4,3.2,1.5,6,9.4,1011.9,13.1
辑蓖器,2022-03-24,11.6,7,15.1,5.2,2.4,1.5,5.7,9.2,1014.8,13.2
辑蓖器,2022-03-25,16,10.6,18.5,16.1,11.2,2.5,13.9,16.2,1009.4,14.1
辑蓖器,2022-03-26,14.9,11.7,17.7,18,11.1,2.8,11.3,13.6,999.7,18.1
辑蓖器,2022-03-27,14.8,12,19.6,8.3,3.7,1.6,5.3,9,1009.8,16.9
辑蓖器,2022-03-28,12.3,9.4,15.6,8.4,4.2,2,4.1,8.3,1017.7,14.1
辑蓖器,2022-03-29,13.5,10.2,16.7,6.2,3.3,1.8,7.6,10.5,1018.4,14.8
辑蓖器,2022-03-30,17.3,14.1,20.5,3.7,2.2,0.9,16.2,18.4,1014.1,18
辑蓖器,2022-03-31,15.5,12.8,18.4,5.6,3.3,1.3,11.4,13.8,1015.4,17.3
辑蓖器,2022-04-01,12.1,9.6,15.4,9,5.6,2.7,4.6,8.5,1021,14.3
辑蓖器,2022-04-02,11.4,7.7,15.6,4.7,2.7,1.5,1.2,6.7,1021.1,15.2
辑蓖器,2022-04-03,11.6,7,15.6,4.8,2.8,1.4,3.5,8,1021.1,16.4
辑蓖器,2022-04-04,12.6,7.5,16.8,5.1,3.3,1.6,2,7.2,1021.6,17.2
辑蓖器,2022-04-05,12.9,10.2,16.2,6.7,3.8,1.5,3.2,7.8,1017.5,16.3
辑蓖器,2022-04-06,14.4,9.9,18.2,6.6,3.9,1.5,7.4,10.5,1015.2,18.6
辑蓖器,2022-04-07,15.6,10.8,20.6,4.5,2.5,0.9,8.3,11.1,1012.6,19.3
辑蓖器,2022-04-08,15.8,11.4,20,5.2,3.2,1.5,7.1,10.3,1014.2,20.5
辑蓖器,2022-04-09,17.4,14.2,21,5.3,2.8,1.4,8.4,11.2,1012.3,21.3
辑蓖器,2022-04-10,19.2,14.7,22.6,4.2,1.9,1,12.3,14.5,1011.8,22.1
辑蓖器,2022-04-11,19.9,19,22.6,4.2,2.7,0.9,18.9,21.9,1007.9,23.3
辑蓖器,2022-04-12,18.5,17.4,21.5,5.8,3.7,1.3,17.8,20.4,1006.4,23.9
辑蓖器,2022-04-13,18.1,14.4,22.8,11,5.7,2.1,16.9,19.3,1006.3,23.6
辑蓖器,2022-04-14,14.1,13.6,15.3,13.2,6.9,4.3,12.4,14.4,1007.8,16.1
辑蓖器,2022-04-15,15.5,12.8,19,9.3,4.4,2.6,8.3,11.2,1009.3,18.5
辑蓖器,2022-04-16,14.4,11.3,17.5,9.7,4.8,2,6.7,10.1,1011.6,17.5
辑蓖器,2022-04-17,15.6,10.7,20.7,6.5,4.2,1.8,6,9.4,1012.8,19.3
辑蓖器,2022-04-18,16.2,14.1,19.1,3.5,2.2,1.2,6.3,9.6,1011.9,18.9
辑蓖器,2022-04-19,17.1,13.1,21.6,4.5,2.7,1.4,6.7,10,1011.7,20.9
辑蓖器,2022-04-20,17.2,12.6,21.5,4.9,3.4,1.5,7.6,10.8,1011.2,21.9
辑蓖器,2022-04-21,14.4,11,17.4,4.2,2.1,0.9,10,12.5,1008.4,18.9
辑蓖器,2022-04-22,17.7,13.2,21.5,6.8,3.6,1.9,13,15.3,1008.3,21
辑蓖器,2022-04-23,18.4,17.1,20.5,4.2,2.4,0.9,17.6,20.1,1005.9,20.3
辑蓖器,2022-04-24,18.8,16.9,21.6,3.8,2.4,1,17.2,19.6,1005.9,24.1
辑蓖器,2022-04-25,20.1,16.2,23.4,10.7,7.1,1.8,18.4,21.4,1004.5,22.8
辑蓖器,2022-04-26,18.1,16.6,20.5,10.6,6.3,2.4,17.9,20.5,998.8,19.8
辑蓖器,2022-04-27,19.3,16.4,24.5,6.9,3.7,1.6,14.1,16.3,1007.5,21.6
辑蓖器,2022-04-28,18.8,15.4,23.4,8.8,4.3,2.5,12,14.2,1008.6,20.2
辑蓖器,2022-04-29,15.1,11.6,19.7,13.2,6.7,2,12.3,14.4,1007.4,19.2
辑蓖器,2022-04-30,15.2,13.5,17.6,6.6,3.2,1.6,10.3,12.6,1011.7,17.7
辑蓖器,2022-05-01,15.8,12.6,20.7,9.3,5.1,1.6,4.6,8.8,1008.9,19.1
辑蓖器,2022-05-02,17,13.4,21.2,10.4,5.6,2.4,4.3,9.3,1009.2,18.8
辑蓖器,2022-05-03,15.5,12.1,18.8,7.4,3.5,1.5,6.2,9.7,1014.5,19.2
辑蓖器,2022-05-04,16.1,12.2,20.2,4.6,2.6,1.4,9.6,12.1,1015.1,21.5
辑蓖器,2022-05-05,19.4,14.4,23.5,5.3,2.4,1.5,15,17.4,1013.2,23.5
辑蓖器,2022-05-06,21.2,18.1,24.4,4.9,2.3,1.5,15.8,18,1010.4,25.5
辑蓖器,2022-05-07,20.7,18.2,23.7,4,2.6,1.3,16.9,19.2,1011,26.6
辑蓖器,2022-05-08,18.3,17,20.8,6.9,3.7,2,15.4,17.5,1011.3,22.2
辑蓖器,2022-05-09,17.7,16.2,21,8.7,4.5,2.5,12.1,14.1,1010.4,22.2
辑蓖器,2022-05-10,18.2,15.4,21.8,8.5,4.6,2.8,14.5,16.6,1009.2,21.9
辑蓖器,2022-05-11,19.1,17.7,20.6,6.4,3.6,1.7,18.3,21.1,1008.1,20.3
辑蓖器,2022-05-12,20.7,18.3,25,7.7,3.9,1.1,19,21.9,1004.4,22.9
辑蓖器,2022-05-13,19.1,17.6,21.8,5.6,3,1,18.3,21,1001.6,21.8
辑蓖器,2022-05-14,18.8,15.3,22.5,7.8,4.5,1.7,10,12.4,1006.8,22.5
辑蓖器,2022-05-15,17.8,15.3,20.8,6.9,4.1,1.4,5.8,9.3,1007.9,21.5
辑蓖器,2022-05-16,17.6,14.3,21.4,6.6,3.9,1.7,7.8,10.7,1008.1,23.2
辑蓖器,2022-05-17,19.3,15.8,22.4,7.5,4.2,1.8,11.6,13.9,1010.1,24.5
辑蓖器,2022-05-18,20.5,16.9,22.6,6.4,3.9,1.5,8.8,12.2,1013.5,25.3
辑蓖器,2022-05-19,20.3,17.2,23.3,3.2,2.1,0.8,9.4,12,1013.1,23.3
辑蓖器,2022-05-20,20.8,18.4,24.6,7.1,2.6,1.1,16.2,18.6,1008.2,25.2
辑蓖器,2022-05-21,20.7,16.9,24.4,4.8,2.6,1.1,13.5,15.6,1004,26.9
辑蓖器,2022-05-22,21.4,17.1,25.1,3.9,2.2,1.2,13.8,16,1004.1,27.6
辑蓖器,2022-05-23,21.1,18.5,24.9,7.4,3.6,1.1,13.6,15.8,1007.5,27.1
辑蓖器,2022-05-24,21.8,18.3,25.3,4.5,2.9,1.1,13.1,15.2,1007.9,28.6
辑蓖器,2022-05-25,21.5,18.8,25.1,5.7,3.2,1.2,14.9,17,1004.4,28.9
辑蓖器,2022-05-26,19.9,17.9,22.4,4.6,2.8,1.1,14.8,16.9,1000.3,25.7
辑蓖器,2022-05-27,23.1,15.3,29.6,9.9,4.5,2.1,9.1,11.9,999.4,27.4
辑蓖器,2022-05-28,21.1,19,25.8,7.4,4.1,1.9,13.6,16.3,1002.5,27.4
辑蓖器,2022-05-29,19.5,18.2,21.5,6,2.7,1.5,18,20.7,999.4,22.5
辑蓖器,2022-05-30,20.1,19,23.5,6.9,3,1.1,19.6,22.8,996.6,23.5
辑蓖器,2022-05-31,21.6,18.4,25.7,4.6,2.9,1.1,12.5,14.9,1003.4,26.1
辑蓖器,2022-06-01,20,18,23.4,4.5,3.2,1.4,15,17.6,1001.5,25
辑蓖器,2022-06-02,20.6,17.9,23.8,5.4,3.4,1.3,18.6,21.4,1002.9,26.1
辑蓖器,2022-06-03,21.1,18,24.3,4.1,2.7,1.2,18.3,21.2,1004.5,28
辑蓖器,2022-06-04,22.1,19.7,25.2,7.9,4.3,2.4,19.3,22.4,1004,26.3
辑蓖器,2022-06-05,19.7,17.3,21.7,11.4,6.2,3,18.7,21.7,992.9,20.9
辑蓖器,2022-06-06,21.9,18.5,26.9,4.4,2.2,1,17.6,20.1,994.7,25.6
辑蓖器,2022-06-07,20.2,18.2,21.7,3.8,2.3,0.9,18.7,21.6,1000.9,22.4
辑蓖器,2022-06-08,20.1,18.2,22.7,7.9,4.4,2.1,17.1,19.6,1005.3,23.3
辑蓖器,2022-06-09,20.5,18.1,23.5,7,3.8,1.6,17.1,19.5,1007.3,23.7
辑蓖器,2022-06-10,21.3,18.3,23.5,6.6,2.6,1.3,19.4,22.7,1007.5,22.6
辑蓖器,2022-06-11,22.5,18.3,26.3,10.3,4.9,2.3,17.5,20,1005.1,24.2
辑蓖器,2022-06-12,21.5,20.2,24.4,9.6,5,2.9,17.9,20.5,1006.2,23.1
辑蓖器,2022-06-13,20.1,19,21.8,11.2,5,2.8,18.8,21.7,1001.1,21.2
辑蓖器,2022-06-14,20.5,18.9,22.4,10.7,4.8,2.8,18.9,21.9,1000.1,21.9
辑蓖器,2022-06-15,21.1,19.3,23.9,5.5,3.2,1.3,20.4,24,1003.1,23.3
辑蓖器,2022-06-16,21.4,19.3,24.2,8.5,5,1.7,20,23.4,1004.1,25.4
辑蓖器,2022-06-17,22.7,20.8,25.4,4.1,2.7,1.1,21.3,25.4,1003.3,25.9
辑蓖器,2022-06-18,23.4,21.5,26.3,5.4,3.6,1.7,21.5,25.7,1003.1,28.6
辑蓖器,2022-06-19,23.9,21.6,26.9,4.5,2.4,0.9,22.6,27.5,1002,28.3
辑蓖器,2022-06-20,22.9,21.7,24.7,6,3.4,1.2,21.8,26.1,998.8,26.2
辑蓖器,2022-06-21,24.8,22,28.7,9,4.8,2.4,22.4,27.2,997.8,27.8
辑蓖器,2022-06-22,23.9,20.7,28,5.6,3.2,1.1,22.6,27.4,1002.9,29.1
辑蓖器,2022-06-23,24.1,23.6,24.8,8.3,3.9,1.9,23.9,29.6,1000.1,26.2
辑蓖器,2022-06-24,23.6,22.1,27.1,9.7,4.5,2.5,23.3,28.6,997.7,25.7
辑蓖器,2022-06-25,24.4,22.4,27.9,8.7,3.7,1.7,23.5,28.9,1002.4,27.4
辑蓖器,2022-06-26,24.9,24.2,26.7,5.4,2.8,1.6,24.7,31.1,1006.5,27
辑蓖器,2022-06-27,25,24.1,26.3,5.6,2.9,1.6,24.8,31.2,1005.6,27.1
辑蓖器,2022-06-28,25,24.6,26,6.4,3.3,1.6,24.8,31.3,1003.1,26.5
辑蓖器,2022-06-29,25.4,24.7,26.7,5.2,2.9,1.6,25.1,31.8,1003.6,27.1
辑蓖器,2022-06-30,26.5,25.1,28.7,5.5,2.5,1.3,25.6,32.7,1007.1,29.8
辑蓖器,2022-07-01,26.3,24.5,29,3.4,2.1,1,24.6,30.9,1008.9,31.2
辑蓖器,2022-07-02,27,24.2,30,4.2,2.5,1.2,22.8,27.7,1006.4,31.2
辑蓖器,2022-07-03,27.3,25,30.7,6.4,3.2,1.5,24.1,30.1,1002.8,30.1
辑蓖器,2022-07-04,26.5,24.9,29.5,8.1,4.5,1.8,24.7,31.1,998.8,29.3
辑蓖器,2022-07-05,27.2,25.4,29.3,5.6,3.7,1.4,25.3,32.2,1000.3,32.5
辑蓖器,2022-07-06,27.7,26.3,29.7,4,2.2,1.1,26.7,35,1002.8,32.4
辑蓖器,2022-07-07,27.6,26.8,28.8,8,4.6,1.7,26.8,35.3,1002.8,31.4
辑蓖器,2022-07-08,27.6,26,29.9,8.7,4.5,2.1,26.3,34.2,998.8,32.6
辑蓖器,2022-07-09,27.4,24.8,30.2,5.9,3.2,1.4,23.2,28.4,997.3,33.5
辑蓖器,2022-07-10,27.7,25.1,30.7,4.1,2.5,1.2,23.7,29.3,1000,33.7
辑蓖器,2022-07-11,25.9,23,28.3,6.3,3.3,1.1,24.8,31.3,1000.8,28.9
辑蓖器,2022-07-12,27,25.1,29.4,4.5,2.6,1.1,25.5,32.7,1002.1,30
辑蓖器,2022-07-13,27.7,25.2,30.1,5.5,3.1,1.5,26.1,33.9,1000.1,30.2
辑蓖器,2022-07-14,27.6,25.8,30,8.3,4.9,2,26.3,34.2,996.4,28.9
辑蓖器,2022-07-15,25.7,24.2,27.9,4.1,2.2,0.7,24.5,30.7,994.4,28
辑蓖器,2022-07-16,27,23.3,32.3,5.5,2.6,1.2,22.4,27.2,994.3,29.2
辑蓖器,2022-07-17,26.7,24.4,29.2,5,3.4,1,23.2,28.6,996.7,28.9
辑蓖器,2022-07-18,27,25.4,28.7,10.5,5.5,2.6,26.6,34.8,994.3,28.7
辑蓖器,2022-07-19,26.5,24.7,28.6,6.7,3.3,1.4,23.8,29.5,998.5,30.6
辑蓖器,2022-07-20,26.3,24.5,28,3.7,2.5,1.1,23.7,29.4,1001.5,30.1
辑蓖器,2022-07-21,27.4,24.2,31.7,10.4,4.5,2.2,23,28.3,999.4,30.1
辑蓖器,2022-07-22,26.2,23,30.5,3.4,1.8,1,21.6,25.8,1001.5,30.8
辑蓖器,2022-07-23,26.6,23.5,29.3,4.4,2.7,1.2,24,29.9,1000.6,30.6
辑蓖器,2022-07-24,27.4,24.7,31.7,9.1,5.5,2.2,23.9,29.8,998.9,30.7
辑蓖器,2022-07-25,25.9,24,29.2,4.2,2.3,1,22.8,27.7,1003.6,30
辑蓖器,2022-07-26,26,22.9,28.6,4.8,2.5,1.2,22.6,27.5,1004.1,31
辑蓖器,2022-07-27,26.8,25.1,29,5.3,2.8,1.6,24,29.9,1003.8,30.3
辑蓖器,2022-07-28,28.1,25.8,31.1,5.6,2.9,1.5,25.2,32.1,1004.7,32
辑蓖器,2022-07-29,29.2,27.1,32.4,10.1,4.7,2.6,25.4,32.5,1004.1,33.2
辑蓖器,2022-07-30,26.9,25.2,28.5,11.1,5.4,3.4,25.8,33.3,999.8,28.7
辑蓖器,2022-07-31,26.9,25.4,27.4,15.1,7.9,3.2,26.4,34.4,998,27.6
辑蓖器,2022-08-01,27.2,25.9,28.8,9.5,5.1,2.5,26.6,34.8,997.7,28.6
辑蓖器,2022-08-02,28.1,24.9,30.8,10.3,4.5,2.8,27.2,36,1004.7,30.9
辑蓖器,2022-08-03,28.4,27,30.9,5.5,3.4,1.9,26.8,35.3,1006.6,32
辑蓖器,2022-08-04,28.8,27.2,31,7.3,4.6,2,26.6,34.9,1005.4,32.2
辑蓖器,2022-08-05,28.8,27.3,31.2,8.4,4.2,2,26.8,35.2,1002.7,32.2
辑蓖器,2022-08-06,29.2,27.4,31.4,6.6,3.6,1.8,26.6,34.7,1002,32.3
辑蓖器,2022-08-07,29.2,27.8,31.4,6.2,4.1,1.9,26.9,35.3,1003.3,32.4
辑蓖器,2022-08-08,29.1,27.8,31.5,6.6,3.8,2,25.8,33.2,1005,32.6
辑蓖器,2022-08-09,28.9,27.4,31.6,7.8,3.8,1.9,25.8,33.3,1004.4,33.8
辑蓖器,2022-08-10,29,27.5,31.8,7.4,3.5,2,26.4,34.5,1003.2,33.8
辑蓖器,2022-08-11,28.6,27.1,30.8,7.2,3.8,1.9,26.7,34.9,1002.1,33
辑蓖器,2022-08-12,28.6,27.7,30.4,8.4,4.5,2,26.5,34.6,1001.6,33.1
辑蓖器,2022-08-13,29,27.4,31,8.1,4.3,2.2,26.4,34.4,1002,33.9
辑蓖器,2022-08-14,29.1,27.7,31.4,7.9,4.2,2.1,26.7,35.1,1003,34.8
辑蓖器,2022-08-15,28.9,27.4,31.3,7.8,4,2.5,26.7,35,1001.2,33.7
辑蓖器,2022-08-16,28,26.3,30.1,9.4,4.9,2.8,27,35.7,1000.5,31.9
辑蓖器,2022-08-17,25.2,23.3,27.7,13.2,6.2,2.1,24.8,31.3,1000.3,27.4
辑蓖器,2022-08-18,26.4,23,28.5,4.3,2.2,1.2,23.1,28.3,1001.5,30.1
辑蓖器,2022-08-19,28.5,26,30.5,7.2,4.2,2.1,26.8,35.3,1000.5,30.9
辑蓖器,2022-08-20,27.8,26.5,30.5,7.6,4,1.9,26.4,34.4,998.4,30.1
辑蓖器,2022-08-21,27.3,25,29.9,7.3,3.3,1.4,23.9,29.7,999,30.4
辑蓖器,2022-08-22,27.4,25.3,30.2,4.5,2.5,1.3,23.4,28.8,999.6,30.8
辑蓖器,2022-08-23,28.4,25.5,31.1,5.6,3.7,1.5,25.9,33.7,1000.7,31.3
辑蓖器,2022-08-24,27.4,23.9,30.2,5.7,3,1.2,23.4,29,1001.3,30.8
辑蓖器,2022-08-25,25.8,21.4,29.6,7.5,3.8,1.3,19.9,23.3,1002.3,29.3
辑蓖器,2022-08-26,24.9,22.2,27.4,4.7,2.1,1.1,20.3,23.8,1002.1,27.5
辑蓖器,2022-08-27,25.4,22.3,29.1,4.4,3.2,1.3,19.5,22.7,1003.6,28.9
辑蓖器,2022-08-28,25,21.4,28.1,8.2,4.7,2.2,18.4,21.3,1007.1,28.3
辑蓖器,2022-08-29,26.1,23.2,29.1,5.9,3.1,1.7,21.3,25.5,1007.5,29.2
辑蓖器,2022-08-30,27.9,26.3,31.1,6.5,3.4,1.5,24,30,1003.6,31.2
辑蓖器,2022-08-31,26.9,25.5,29.2,5.1,2.4,1.2,23.7,29.2,1001.5,30.4
辑蓖器,2022-09-01,25.3,23.8,27.2,10.6,5.1,2.4,20.7,24.4,1004.9,28.2
辑蓖器,2022-09-02,22.7,20.7,24.8,11,5,3.5,22.1,26.5,1006.1,24.1
辑蓖器,2022-09-03,25.1,23.9,26.8,8.8,4.8,2.9,24.6,30.9,1004.4,25.9
辑蓖器,2022-09-04,25.8,22.4,28.2,11.1,6.5,2.7,24.8,31.3,999.6,26.1
辑蓖器,2022-09-05,26.2,24.6,28.1,20.3,9.5,3.7,25.4,32.4,985.6,26.2
辑蓖器,2022-09-06,25,22.2,29.1,16.5,7.2,3,18.2,21,996.2,26.7
辑蓖器,2022-09-07,24.6,20.6,28.6,6.3,3.8,1.7,16.8,19.2,1010.6,26.6
辑蓖器,2022-09-08,24.5,20.6,28.8,8.9,4.2,2.3,15.8,18,1010.4,25.9
辑蓖器,2022-09-09,23.9,19.8,27.6,9.3,4.9,2.4,18,20.8,1010.1,25.3
辑蓖器,2022-09-10,24.2,22.3,27.1,8.7,5.4,3.2,21.2,25.3,1009,25.9
辑蓖器,2022-09-11,24.9,22.5,28.1,7,4.2,2.5,22.6,27.5,1007.4,27.3
辑蓖器,2022-09-12,25.1,24.2,27,9.9,5.6,3.2,22.7,27.6,1006,26.6
辑蓖器,2022-09-13,24.5,23.4,25.7,10.7,5.8,4,23.4,28.7,1005.1,25.3
辑蓖器,2022-09-14,25.3,24.2,26.6,12,6.4,5.1,23.8,29.5,1004.4,26
辑蓖器,2022-09-15,25.7,25,28,10.2,5.4,3.5,24.8,31.3,1003.1,26.9
辑蓖器,2022-09-16,26.9,25.1,29.8,5.5,2.9,1.4,24.6,30.9,1002.1,29.3
辑蓖器,2022-09-17,26.8,23.7,31,9.6,5.3,2.3,21.8,26.2,999.7,27.5
辑蓖器,2022-09-18,29.5,26.6,32.7,13.6,6.2,3.7,21.8,26.1,990.6,27.3
辑蓖器,2022-09-19,28.7,24,34.8,16.7,7.7,2.1,17.9,21,991.5,28.5
辑蓖器,2022-09-20,22.3,20.9,24.6,10,5.1,2.4,15.3,17.5,1005.5,25
辑蓖器,2022-09-21,21.1,19.8,24.1,9.7,5.1,2.4,14.4,16.4,1009.8,24.3
辑蓖器,2022-09-22,22.3,19.9,25.9,8.7,4.2,2.3,17,19.4,1007.9,24.9
辑蓖器,2022-09-23,22.7,19.4,25.8,5.5,3.4,1.4,16.5,18.8,1007,25.7
辑蓖器,2022-09-24,21.3,18.2,24.3,5.7,3.8,1.3,14.2,16.3,1009.4,25.9
辑蓖器,2022-09-25,22.1,19,25.7,6.5,3.4,1.9,15.3,17.6,1009.4,25.4
辑蓖器,2022-09-26,22.7,19.4,25.7,4,2.7,1.1,16.1,18.6,1010,26.8
辑蓖器,2022-09-27,23,20,27,5,3,1.3,15.7,18,1008.8,26.3
辑蓖器,2022-09-28,22.9,21.7,25.2,5.1,2.9,1.3,19.2,22.3,1007.5,24.9
辑蓖器,2022-09-29,22.7,20.2,26.6,5.4,3.4,1.3,16.7,19.1,1008.6,26.3
辑蓖器,2022-09-30,22.1,18.4,25.9,3.9,2.2,1.4,15.7,18,1010.2,26
辑蓖器,2022-10-01,22,17.8,25.8,3.8,2.3,1.4,14.5,16.8,1011.9,26
辑蓖器,2022-10-02,23.4,19.8,25.2,3.5,2,0.9,20.3,24,1011.8,25
辑蓖器,2022-10-03,25.6,24.3,27.9,4.8,2.5,1.3,23.7,29.2,1010.4,29.2
辑蓖器,2022-10-04,24.2,21.8,26.6,7.5,4.4,1.6,21.7,26.1,1007.9,26.9
辑蓖器,2022-10-05,21.3,17.8,24.1,5.1,2.9,1.3,16.1,18.4,1012.1,27.2
辑蓖器,2022-10-06,18.8,16.2,22.1,4.7,2.4,1,14,16,1012.4,23.4
辑蓖器,2022-10-07,17.9,15.5,21.1,6.1,3.1,1,11.6,13.8,1012.9,22.6
辑蓖器,2022-10-08,18.1,16,20.1,8.6,4.2,2.2,13.9,15.9,1014.1,20.6
辑蓖器,2022-10-09,18.6,16.9,20.2,12.2,3.5,2,14.7,16.9,1009,20
辑蓖器,2022-10-10,15.9,14.3,18.3,11.4,3.8,2.1,7.8,10.6,1012.1,19
辑蓖器,2022-10-11,16.8,13.7,21,12.1,3.8,1.7,9.5,11.9,1014.6,19.4
辑蓖器,2022-10-12,17.9,12.5,22,9.1,4.6,2.5,9.7,12.2,1017.8,20.1
辑蓖器,2022-10-13,19.9,18,23.1,10.5,5.3,3.3,13.8,15.8,1015.7,21.8
辑蓖器,2022-10-14,20.2,18.2,23.4,8,4.3,2.6,13.9,15.9,1012.5,22.4
辑蓖器,2022-10-15,20.5,16.8,24.5,7.7,3.8,2.2,14.4,16.4,1011.9,22.6
辑蓖器,2022-10-16,21.1,19.1,23.7,6.2,3,1.5,16.9,19.3,1011.6,22.8
辑蓖器,2022-10-17,19,14.3,23.6,6.4,3.4,1.3,12.5,14.9,1010.4,22.5
辑蓖器,2022-10-18,15.4,11.5,20.1,9,5,2.1,6.8,9.9,1014.5,19.9
辑蓖器,2022-10-19,15.8,11.5,20.2,6,3.6,1.7,6.9,10.1,1018.1,19.9
辑蓖器,2022-10-20,17.5,14.2,20.8,8.5,4.8,1.9,9.7,12.2,1020.4,20.2
辑蓖器,2022-10-21,20.1,16.3,23.6,4.5,2.5,1.4,15.7,17.9,1018.3,21.4
辑蓖器,2022-10-22,21.7,19.6,24.8,4.2,2.1,1.1,16.8,19.2,1014.2,23.1
辑蓖器,2022-10-23,19.3,15.9,23.2,5,3,1.4,11,13.5,1011.2,21.9
辑蓖器,2022-10-24,15.9,13,20.1,8.6,5.1,2,2.8,7.5,1013.8,19.3
辑蓖器,2022-10-25,14.9,11.5,18.3,8.8,4.6,2.6,5,8.9,1019.4,18
辑蓖器,2022-10-26,17.5,15.6,20.1,7.4,4,2.6,10.3,12.6,1019.4,18.6
辑蓖器,2022-10-27,17.5,14.7,21.5,5.4,3.1,1.2,9.4,12,1018,19.1
辑蓖器,2022-10-28,17.8,13,22.7,6.9,4,1.7,8.5,11.2,1018.2,18.8
辑蓖器,2022-10-29,18.7,17.2,22.2,9.9,5.7,3,12.7,14.7,1018.1,19.9
辑蓖器,2022-10-30,18.1,16.4,21.6,9.5,5,2.8,11.7,13.7,1017.3,20
辑蓖器,2022-10-31,17.8,15.8,21,9.4,5,3.1,11.4,13.5,1016,19.9
辑蓖器,2022-11-01,18,14.6,22.2,5.8,3.4,1.7,9.1,11.7,1014.2,19.4
辑蓖器,2022-11-02,17.3,13.3,21.8,5.1,2.7,1.4,9.6,12.3,1013.4,18.9
辑蓖器,2022-11-03,16.9,11.3,21,4.8,3,1.5,7.7,10.7,1011.7,18.5
辑蓖器,2022-11-04,15.7,13.2,18.4,8.9,5,1.5,9,11.5,1014,18.5
辑蓖器,2022-11-05,13.7,10.7,17.3,6.3,3.4,1.7,7.2,10.2,1017.5,17
辑蓖器,2022-11-06,13.7,10.8,17.9,5.5,3.3,1.5,7.6,10.4,1018.1,16.6
辑蓖器,2022-11-07,14.1,10,18.2,3.8,2.2,1.3,8,10.8,1017.2,16.8
辑蓖器,2022-11-08,16,11.5,21.1,4.1,2.1,1.5,5.5,9.1,1018.7,17
辑蓖器,2022-11-09,17.1,12.8,21,3.7,2.2,1.4,10,12.4,1018.8,17.7
辑蓖器,2022-11-10,19.3,15.8,22.6,5.7,3,1.8,15.4,17.6,1017.1,19.4
辑蓖器,2022-11-11,20.6,19.1,23.2,5.8,3.4,2,16.6,18.8,1017.8,21.3
辑蓖器,2022-11-12,21.1,19.6,22.6,6.9,4.1,1.5,20.2,23.8,1012.1,20.8
辑蓖器,2022-11-13,17.8,13.1,24.1,7.1,3.7,1.6,13.4,15.9,1008.8,19.5
辑蓖器,2022-11-14,15.1,12.8,18.6,4,2.1,1,8.4,11.1,1011.5,16.7
辑蓖器,2022-11-15,13.6,10.7,17,5.5,2.9,1.4,8.2,10.9,1012,15.2
辑蓖器,2022-11-16,14.4,9.4,18.9,7.3,3.4,1.5,7.6,10.5,1014.9,14
辑蓖器,2022-11-17,15.5,12.7,17.9,5.3,2.8,1.5,10,12.3,1016.2,15.1
辑蓖器,2022-11-18,17.2,15.8,20.2,9.8,5.1,3,11.8,13.8,1017,16.3
辑蓖器,2022-11-19,18.2,16.9,20.9,9.5,4.9,2.9,13.1,15.1,1013.8,17.3
辑蓖器,2022-11-20,16.2,15.1,17.8,7.7,3.5,2.4,14,16,1012.1,16
辑蓖器,2022-11-21,16.3,13.3,20.3,4.7,2.5,1.4,11.4,13.6,1014.5,15.8
辑蓖器,2022-11-22,16.3,13.9,17.8,7.5,4.4,2.1,10.9,13.4,1011.6,14.5
辑蓖器,2022-11-23,16.5,13.7,19.8,6.8,3.4,1.3,11,13.5,1009.9,17
辑蓖器,2022-11-24,15.4,12,20.1,5.6,3.4,1.6,5.7,9.2,1014.1,14.3
辑蓖器,2022-11-25,15.9,10.4,20.1,4,2.4,1.3,8.2,11.2,1012.9,14.3
辑蓖器,2022-11-26,16.3,13.1,20.7,4.5,2.7,1.4,9,11.5,1010.7,15.4
辑蓖器,2022-11-27,15.8,11.3,18.4,4,2.2,1.5,9.4,11.9,1013.4,14.5
辑蓖器,2022-11-28,20.7,17.4,23.3,13,5.9,2.1,18.5,21.5,1008.9,18.6
辑蓖器,2022-11-29,18,14.8,21.1,11.3,5.5,1.9,16,18.4,1006.1,19.4
辑蓖器,2022-11-30,8.3,5.2,14.8,7.7,3.6,1.5,2.3,7.3,1019.7,13.2
辑蓖器,2022-12-01,6,4.2,8.8,5.2,2.7,1.3,-1.4,5.5,1022.8,10.6
辑蓖器,2022-12-02,7.3,4.6,10.7,7,3.9,1.9,0.8,6.5,1021.8,9.9
辑蓖器,2022-12-03,11.5,9.2,12.7,6.1,3,1.3,9.1,11.6,1018,11.4
